iter	Logloss
122	0.43544384
123	0.4343154526
124	0.4336862564
125	0.431264267
126	0.4296853638
127	0.4286444855
128	0.4276916122
129	0.4265462494
130	0.4252958679
131	0.4242983246
132	0.423012352
133	0.4220420837
134	0.4211341858
135	0.4197373581
136	0.4182610321
137	0.4172618866
138	0.416283989
139	0.4150286865
140	0.4140186691
141	0.4124149704
142	0.4113613129
143	0.4099617767
144	0.4085308456
145	0.4074668121
146	0.4063379669
147	0.4052774048
148	0.4041729355
149	0.4030398178
150	0.401806488
151	0.400537262
152	0.3994657135
153	0.3986573029
154	0.3974054718
155	0.3962364197
156	0.3950175858
157	0.3938067627
158	0.3921051788
159	0.3917672348
160	0.3909996033
161	0.3902583694
162	0.3890616608
163	0.388065033
164	0.3867295074
165	0.3857791901
166	0.3845806885
167	0.3835868835
168	0.3823262024
169	0.3811739349
170	0.3798692703
171	0.3786940384
172	0.3775859451
173	0.3765406418
174	0.3752780914
175	0.3738441467
176	0.3731020737
177	0.3724212265
178	0.3716691589
179	0.3705395508
180	0.369750824
181	0.3688909912
182	0.3678560257
183	0.366944046
184	0.3663869858
185	0.3651588058
186	0.3643948364
187	0.3641708755
188	0.3634358215
189	0.3625534058
190	0.3618057251
191	0.3611128235
192	0.3602106094
193	0.3587703705
194	0.3578211975
195	0.3569414139
196	0.356520195
197	0.3557649231
198	0.3551609802
199	0.3539707947
200	0.3533683014
201	0.3525869751
202	0.3514473343
203	0.3506977081
204	0.3496702576
205	0.3488786316
206	0.347790451
207	0.3472026062
208	0.3462213898
209	0.3454808807
210	0.3448093414
211	0.3436971283
212	0.3427037811
213	0.3412876892
214	0.3404141998
215	0.3399203491
216	0.3390167618
217	0.3384694672
218	0.3374069977
219	0.3369141388
220	0.3361520004
221	0.3354229736
222	0.3347424698
223	0.3340604782
224	0.333170929
225	0.3325343323
226	0.3317396164
227	0.3309903717
228	0.3299039841
229	0.3290652466
230	0.3281236267
231	0.3273764801
232	0.3266569519
233	0.3260588074
234	0.3246871567
235	0.3238857269
236	0.3228505707
237	0.3219970322
238	0.3203767395
239	0.3192576027
240	0.3185155106
241	0.3176305008
242	0.3166712189
243	0.3158203316
244	0.3144543266
245	0.3136487579
246	0.3128829575
247	0.3123556519
248	0.3117537689
249	0.311274147
250	0.3104043961
251	0.3097472382
252	0.3088318253
253	0.3082645607
254	0.307651329
255	0.3064410782
256	0.3058892441
257	0.305621891
258	0.3045741653
259	0.3037461472
260	0.3029793167
261	0.3023184204
262	0.3014716148
263	0.3010715675
264	0.3003788757
265	0.2996437645
266	0.2990198326
267	0.2980832291
268	0.2975245667
269	0.2969324303
270	0.2964298439
271	0.295809803
272	0.2949812698
273	0.2944379234
274	0.2936787033
275	0.2931462479
276	0.2925218391
277	0.2921505356
278	0.2915657997
279	0.2906868362
280	0.2901263809
281	0.2893032455
282	0.2886728096
283	0.2878082848
284	0.2871095085
285	0.2862963295
286	0.2856012535
287	0.2849651337
288	0.2843130302
289	0.2836978912
290	0.2830858612
291	0.2823386765
292	0.2817469025
293	0.2812711143
294	0.280619297
295	0.2801752853
296	0.2795865822
297	0.2787091064
298	0.2779105186
299	0.2773657227
300	0.2770112228
301	0.2763441658
302	0.2758061981
303	0.2750821304
304	0.2743657303
305	0.2737384796
306	0.2732679749
307	0.2724542618
308	0.2716592026
309	0.2711645508
310	0.2705295372
311	0.2692746735
312	0.2686795807
313	0.2680812454
314	0.267458992
315	0.2666213799
316	0.2659720993
317	0.2654375839
318	0.264806366
319	0.2640301514
320	0.2633705902
321	0.2629310608
322	0.2621614838
323	0.2618119812
324	0.2611663437
325	0.2606435585
326	0.2602393341
327	0.2597273636
328	0.2591460037
329	0.2587320709
330	0.2581806564
331	0.2577582169
332	0.2570324326
333	0.2566542244
334	0.2561300468
335	0.2557242203
336	0.2553922081
337	0.2546430969
338	0.254086113
339	0.25316185
340	0.2525754166
341	0.2521209908
342	0.2514386368
343	0.2506731224
344	0.2502566719
345	0.2496124268
346	0.2489847565
347	0.2485913086
348	0.248391037
349	0.2478642654
350	0.2473332405
351	0.2468593788
352	0.2464895821
353	0.246088028
354	0.2456085777
355	0.2447650909
356	0.2442432594
357	0.2438577843
358	0.2434988785
359	0.2430699921
360	0.2424795151
361	0.241955986
362	0.2414907074
363	0.2408927536
364	0.2404127884
365	0.2401171875
366	0.2397529602
367	0.2390571213
368	0.2385275269
369	0.2379237747
370	0.2372945595
371	0.2369501114
372	0.2361053658
373	0.2356132507
374	0.2352735901
375	0.2347242737
376	0.2342935562
377	0.2336452866
378	0.2332936859
379	0.2328967285
380	0.2321494293
381	0.2314900589
382	0.230795002
383	0.2302647781
384	0.2298296547
385	0.2292860222
386	0.2288282394
387	0.2282746506
388	0.2280804634
389	0.227561779
390	0.2269955826
391	0.2263824654
392	0.2258286858
393	0.2253023148
394	0.2248070526
395	0.2244693184
396	0.2239953232
397	0.2234542465
398	0.2231354523
399	0.2228022003
400	0.2224223709
401	0.2220286179
402	0.2216954613
403	0.2214063644
404	0.2208620071
405	0.2201726913
406	0.2197291565
407	0.2192970085
408	0.2190010834
409	0.2183285904
410	0.2180693054
411	0.2176115608
412	0.2172178268
413	0.2168320084
414	0.2164146042
415	0.2160826111
416	0.2155775452
417	0.2152116013
418	0.2148630714
419	0.214589119
420	0.2140723419
421	0.2137111282
422	0.2131178284
423	0.2126371384
424	0.212277565
425	0.2118204498
426	0.2112546921
427	0.2108182526
428	0.2105277252
429	0.2103102303
430	0.2098619461
431	0.2092733002
432	0.2084560394
433	0.2081277084
434	0.2077749825
435	0.2075828934
436	0.2070069504
437	0.2064993668
438	0.2061832047
439	0.2057976341
440	0.2054114532
441	0.2048889732
442	0.2047068787
443	0.2042274475
444	0.2040114594
445	0.2036334419
446	0.2031806564
447	0.2027176666
448	0.2023613358
449	0.2019782257
450	0.2015350342
451	0.2011403656
452	0.2007810974
453	0.2004325867
454	0.1997300339
455	0.1994521141
456	0.199047966
457	0.1986146164
458	0.1982393837
459	0.1979879379
460	0.1974815178
461	0.1969829559
462	0.196645298
463	0.1960142136
464	0.1953689957
465	0.1950853157
466	0.1947532272
467	0.1943133926
468	0.1938553047
469	0.193489418
470	0.1932378387
471	0.1928612709
472	0.1923654175
473	0.1920209694
474	0.1916021347
475	0.1914177704
476	0.1910585976
477	0.1907047081
478	0.1902357483
479	0.1900217628
480	0.1898044586
481	0.189627533
482	0.1891885567
483	0.1889248657
484	0.1886779785
485	0.1882975388
486	0.1880342865
487	0.1878565598
488	0.1872320557
489	0.1866277504
490	0.186287365
491	0.1857613754
492	0.1854022408
493	0.1851064301
494	0.1848392868
495	0.1845174789
496	0.1842195129
497	0.183821907
498	0.1833132362
499	0.1829947281
500	0.1827442169
501	0.1822884178
502	0.1819864655
503	0.1816266632
504	0.1812320137
505	0.1809417915
506	0.1805210876
507	0.1801979065
508	0.179901886
509	0.1796515083
510	0.1790522957
511	0.1788127136
512	0.178594532
513	0.1783306694
514	0.1779593468
515	0.1777220726
516	0.177371769
517	0.17706007
518	0.1765973663
519	0.1762068939
520	0.1757411575
521	0.1753346443
522	0.1750382996
523	0.1746878242
524	0.1744735336
525	0.1742047119
526	0.1735440445
527	0.1732156754
528	0.1729288101
529	0.1723854828
530	0.1720781898
531	0.1716428375
532	0.1712815285
533	0.1709523582
534	0.1707530212
535	0.1703932953
536	0.1700851822
537	0.169647522
538	0.1692807388
539	0.1688517761
540	0.1685740662
541	0.1682878876
542	0.1680698776
543	0.1678559875
544	0.167634716
545	0.1673217201
546	0.1668287849
547	0.1666003418
548	0.1661888313
549	0.1659044647
550	0.1655718994
551	0.1652773476
552	0.1651062775
553	0.1650292206
554	0.164550705
555	0.1643261147
556	0.16394907
557	0.1637658882
558	0.1634095764
559	0.1628675842
560	0.1625481033
561	0.1621576691
562	0.1617957878
563	0.1615177917
564	0.1612412262
565	0.1609605598
566	0.1607390594
567	0.1604290009
568	0.1600590134
569	0.1597336292
570	0.1595628166
571	0.1592578888
572	0.1589109421
573	0.1586005974
574	0.1582812309
575	0.1580165291
576	0.1576047421
577	0.1573025322
578	0.1570514297
579	0.1567443085
580	0.1563669968
581	0.1561290359
582	0.1559060383
583	0.1555292702
584	0.1553221893
585	0.1549961758
586	0.1546559906
587	0.1543995285
588	0.1541371536
589	0.1538286781
590	0.1536543655
591	0.1533871078
592	0.1531158638
593	0.1529676437
594	0.1526521778
595	0.1523057747
596	0.1520076942
597	0.1518424702
598	0.1515569305
599	0.151287365
600	0.1510349464
601	0.1508545208
602	0.1505422592
603	0.1502118397
604	0.1500178719
605	0.1498309135
606	0.1495372868
607	0.1493571281
608	0.1490477371
609	0.1488488293
610	0.1487063408
611	0.1484694481
612	0.1483546448
613	0.1481701088
614	0.1479601288
615	0.1477124023
616	0.1474723625
617	0.1471988583
618	0.1470365143
619	0.1468860626
620	0.1466163731
621	0.1463680935
622	0.1461014271
623	0.1459245014
624	0.1456798458
625	0.1454660034
626	0.1452266788
627	0.1448511887
628	0.1444701385
629	0.1441491127
630	0.1439452744
631	0.1437458801
632	0.1436508751
633	0.1434239388
634	0.1431948376
635	0.1429441929
636	0.1427609348
637	0.142560997
638	0.1420723248
639	0.1417315006
640	0.1415244484
641	0.1411750984
642	0.1410209179
643	0.1407562733
644	0.140605154
645	0.1403540421
646	0.1400615215
647	0.1397703648
648	0.1395919037
649	0.1394319153
650	0.1392858791
651	0.1390945911
652	0.1388140488
653	0.1386374855
654	0.1384164047
655	0.1381992722
656	0.1379385281
657	0.1377898407
658	0.1376499653
659	0.1374449635
660	0.1371583176
661	0.1368388462
662	0.1366623497
663	0.1361542606
664	0.1359555817
665	0.1357341385
666	0.1354582787
667	0.1352899742
668	0.1350687218
669	0.1348176384
670	0.134550705
671	0.1342573929
672	0.1340124607
673	0.1338725853
674	0.1337515259
675	0.1335855484
676	0.1333444977
677	0.1331081963
678	0.1329224205
679	0.1327407932
680	0.132562685
681	0.132380085
682	0.1321115875
683	0.1319012642
684	0.1316948318
685	0.1314695263
686	0.1312412453
687	0.1309735489
688	0.1306604004
689	0.1302795315
690	0.1302075005
691	0.1299300957
692	0.1297313213
693	0.1295553589
694	0.1294130516
695	0.1291660023
696	0.1289613914
697	0.1286864471
698	0.1284453392
699	0.1282711792
700	0.1281113625
701	0.1279109287
702	0.1276128674
703	0.1274034405
704	0.1271766758
705	0.1269003105
706	0.1266838646
707	0.1265282822
708	0.1264820099
709	0.1261200523
710	0.1258974075
711	0.1257514954
712	0.1255074024
713	0.125355978
714	0.1251485252
715	0.1249731159
716	0.1247968197
717	0.1246344948
718	0.1245397282
719	0.1243239975
720	0.1240791702
721	0.1239905167
722	0.1237600708
723	0.1235516739
724	0.1230997562
725	0.1228315926
726	0.1226505661
727	0.1223905277
728	0.1221686554
729	0.1220239258
730	0.1218633842
731	0.1215830421
732	0.121405611
733	0.121218853
734	0.1208913803
735	0.1207479668
736	0.1206340885
737	0.1205256462
738	0.1203340244
739	0.1201577854
740	0.1199310875
741	0.1198024178
742	0.1196421051
743	0.1193785477
744	0.1192473412
745	0.1190736485
746	0.1188336945
747	0.1187030411
748	0.1185685158
749	0.118370266
750	0.1180822563
751	0.1179438496
752	0.1177872467
753	0.1175345421
754	0.1173201561
755	0.1170923233
756	0.1168833828
757	0.1166755104
758	0.116556282
759	0.1162913799
760	0.1161363506
761	0.1158967972
762	0.1157433891
763	0.1155430984
764	0.1153264809
765	0.1151825142
766	0.1149995232
767	0.1148025894
768	0.114627037
769	0.1144103622
770	0.1142491817
771	0.1141506386
772	0.1139255905
773	0.1137904358
774	0.1134674454
775	0.1133573723
776	0.1132465172
777	0.1130641174
778	0.1128874969
779	0.1127225208
780	0.1125857544
781	0.1122868347
782	0.1122001648
783	0.1120601559
784	0.1117978477
785	0.1117310715
786	0.111601162
787	0.1114321136
788	0.1112347698
789	0.1111189842
790	0.1109692192
791	0.1107250214
792	0.1105714417
793	0.110417881
794	0.1102968979
795	0.1100901222
796	0.1099735641
797	0.1098454762
798	0.1096319389
799	0.1094706154
800	0.1093048286
801	0.1091337013
802	0.108911047
803	0.1087720108
804	0.1086182594
805	0.108443861
806	0.1083210564
807	0.1082249928
808	0.1080690193
809	0.1078955078
810	0.1077026176
811	0.1075331593
812	0.1074044704
813	0.1072844124
814	0.1071699524
815	0.1069829941
816	0.1067515182
817	0.1065337563
818	0.1062571716
819	0.1061006546
820	0.106056881
821	0.1058734322
822	0.1056850052
823	0.1056096458
824	0.105426321
825	0.1052754116
826	0.1051156425
827	0.1049034882
828	0.1048591232
829	0.1046146202
830	0.1044449425
831	0.1042349339
832	0.1040869713
833	0.1039917088
834	0.1038512611
835	0.1036979771
836	0.1034681892
837	0.1033565044
838	0.1032364368
839	0.1031053162
840	0.1029571342
841	0.1028205776
842	0.1027145386
843	0.1025772858
844	0.1024576187
845	0.1023061943
846	0.1021419144
847	0.1019930267
848	0.10189744
849	0.1017728996
850	0.1017058659
851	0.101531353
852	0.1013398457
853	0.1011509514
854	0.1009867859
855	0.1008941555
856	0.1007269096
857	0.1005063057
858	0.1003355789
859	0.1000274086
860	0.09992231369
861	0.09977169037
862	0.09964653015
863	0.09949918747
864	0.09939314842
865	0.09919362068
866	0.09901533127
867	0.09882178307
868	0.09868301392
869	0.09848424911
870	0.09829292297
871	0.09818232536
872	0.09788852692
873	0.09780078888
874	0.09770675659
875	0.09754043579
876	0.09740875244
877	0.09721757889
878	0.09712650299
879	0.09690852165
880	0.09675525665
881	0.09660691261
882	0.09648914337
883	0.09635310173
884	0.09620700836
885	0.09606586456
886	0.09593738556
887	0.095750494
888	0.09565672874
889	0.09556373596
890	0.09539587021
891	0.09522285461
892	0.09508717537
893	0.09488257408
894	0.09473812103
895	0.09464917183
896	0.09453411102
897	0.09439338684
898	0.09428155899
899	0.09413105011
900	0.0940225029
901	0.09393712997
902	0.09376456261
903	0.09363742828
904	0.09350394249
905	0.09338127136
906	0.09327462196
907	0.09306921959
908	0.09298696518
909	0.09284147263
910	0.09273127556
911	0.09253406525
912	0.09245698929
913	0.09227611542
914	0.0921446228
915	0.09198228836
916	0.09177638054
917	0.09168428421
918	0.09159264565
919	0.09148996353
920	0.09138904572
921	0.09113785744
922	0.09104263306
923	0.09094110489
924	0.09069374084
925	0.09055466652
926	0.09037137032
927	0.09014795303
928	0.0899030304
929	0.08970814705
930	0.08962057114
931	0.08949714661
932	0.08936367989
933	0.08931567192
934	0.08911793709
935	0.08897762299
936	0.08875873566
937	0.08860206604
938	0.08856790543
939	0.08842298508
940	0.08835393906
941	0.08818500519
942	0.08808055878
943	0.08800174713
944	0.08784358978
945	0.08770980835
946	0.08759213448
947	0.08747838974
948	0.08739556313
949	0.08725964546
950	0.08712194443
951	0.0869893074
952	0.08684051514
953	0.08668873787
954	0.08653657913
955	0.08640784264
956	0.08627958298
957	0.08609607697
958	0.08595565796
959	0.08585983276
960	0.08571616173
961	0.08556365013
962	0.08540926933
963	0.08524654388
964	0.0851540947
965	0.08502149582
966	0.08475585938
967	0.08465443611
968	0.08443439484
969	0.08432314873
970	0.08421712875
971	0.08411672592
972	0.08392791748
973	0.08380559921
974	0.08367074966
975	0.08355096817
976	0.08334747314
977	0.0831974411
978	0.08308616638
979	0.08302636147
980	0.08289726257
981	0.08278746605
982	0.08265037537
983	0.08246644974
984	0.08235460281
985	0.08228563309
986	0.08216501236
987	0.0820375061
988	0.08190353394
989	0.08179555893
990	0.08167694092
991	0.08148911476
992	0.08141350746
993	0.08127710342
994	0.08118185043
995	0.08104071617
996	0.08098106384
997	0.08079086304
998	0.08070303917
999	0.08052371979
